date,city_tier,category,orders
2024-06-30,Tier1,Footwear,128
2024-07-01,Tier1,Footwear,137
2024-07-02,Tier1,Footwear,139
2024-07-03,Tier1,Footwear,145
2024-07-04,Tier1,Footwear,127
2024-07-05,Tier1,Footwear,133
2024-07-06,Tier1,Footwear,100
2024-07-07,Tier1,Footwear,129
2024-07-08,Tier1,Footwear,134
2024-07-09,Tier1,Footwear,146
2024-07-10,Tier1,Footwear,137
2024-07-11,Tier1,Footwear,141
2024-07-12,Tier1,Footwear,108
2024-07-13,Tier1,Footwear,129
2024-07-14,Tier1,Footwear,143
2024-07-15,Tier1,Footwear,167
2024-07-16,Tier1,Footwear,142
2024-07-17,Tier1,Footwear,145
2024-07-18,Tier1,Footwear,113
2024-07-19,Tier1,Footwear,132
2024-07-20,Tier1,Footwear,177
2024-07-21,Tier1,Footwear,177
2024-07-22,Tier1,Footwear,205
2024-07-23,Tier1,Footwear,169
2024-07-24,Tier1,Footwear,190
2024-07-25,Tier1,Footwear,195
2024-07-26,Tier1,Footwear,167
2024-07-27,Tier1,Footwear,168
2024-07-28,Tier1,Footwear,175
2024-07-29,Tier1,Footwear,163
2024-07-30,Tier1,Footwear,161
2024-07-31,Tier1,Footwear,132
2024-08-01,Tier1,Footwear,135
2024-08-02,Tier1,Footwear,108
2024-08-03,Tier1,Footwear,114
2024-08-04,Tier1,Footwear,149
2024-08-05,Tier1,Footwear,138
2024-08-06,Tier1,Footwear,161
2024-08-07,Tier1,Footwear,137
2024-08-08,Tier1,Footwear,110
2024-08-09,Tier1,Footwear,131
2024-08-10,Tier1,Footwear,119
2024-08-11,Tier1,Footwear,140
2024-08-12,Tier1,Footwear,141
2024-08-13,Tier1,Footwear,125
2024-08-14,Tier1,Footwear,139
2024-08-15,Tier1,Footwear,150
2024-08-16,Tier1,Footwear,127
2024-08-17,Tier1,Footwear,123
2024-08-18,Tier1,Footwear,143
2024-08-19,Tier1,Footwear,142
2024-08-20,Tier1,Footwear,144
2024-08-21,Tier1,Footwear,124
2024-08-22,Tier1,Footwear,129
2024-08-23,Tier1,Footwear,131
2024-08-24,Tier1,Footwear,115
2024-08-25,Tier1,Footwear,146
2024-08-26,Tier1,Footwear,138
2024-08-27,Tier1,Footwear,131
2024-08-28,Tier1,Footwear,146
2024-08-29,Tier1,Footwear,123
2024-08-30,Tier1,Footwear,128
2024-08-31,Tier1,Footwear,120
2024-09-01,Tier1,Footwear,130
2024-09-02,Tier1,Footwear,144
2024-09-03,Tier1,Footwear,144
2024-09-04,Tier1,Footwear,113
2024-09-05,Tier1,Footwear,115
2024-09-06,Tier1,Footwear,129
2024-09-07,Tier1,Footwear,121
2024-09-08,Tier1,Footwear,125
2024-09-09,Tier1,Footwear,123
2024-09-10,Tier1,Footwear,128
2024-09-11,Tier1,Footwear,113
2024-09-12,Tier1,Footwear,125
2024-09-13,Tier1,Footwear,114
2024-09-14,Tier1,Footwear,112
2024-09-15,Tier1,Footwear,129
2024-09-16,Tier1,Footwear,142
2024-09-17,Tier1,Footwear,164
2024-09-18,Tier1,Footwear,118
2024-09-19,Tier1,Footwear,137
2024-09-20,Tier1,Footwear,129
2024-09-21,Tier1,Footwear,114
2024-09-22,Tier1,Footwear,132
2024-09-23,Tier1,Footwear,133
2024-09-24,Tier1,Footwear,142
2024-09-25,Tier1,Footwear,151
2024-09-26,Tier1,Footwear,132
2024-09-27,Tier1,Footwear,200
2024-09-28,Tier1,Footwear,188
2024-09-29,Tier1,Footwear,184
2024-09-30,Tier1,Footwear,218
2024-10-01,Tier1,Footwear,246
2024-10-02,Tier1,Footwear,189
2024-10-03,Tier1,Footwear,184
2024-10-04,Tier1,Footwear,194
2024-10-05,Tier1,Footwear,180
2024-10-06,Tier1,Footwear,196
2024-10-07,Tier1,Footwear,215
2024-10-08,Tier1,Footwear,201
2024-10-09,Tier1,Footwear,200
2024-10-10,Tier1,Footwear,214
2024-10-11,Tier1,Footwear,173
2024-10-12,Tier1,Footwear,172
2024-10-13,Tier1,Footwear,199
2024-10-14,Tier1,Footwear,236
2024-10-15,Tier1,Footwear,223
2024-10-16,Tier1,Footwear,210
2024-10-17,Tier1,Footwear,204
2024-10-18,Tier1,Footwear,167
2024-10-19,Tier1,Footwear,206
2024-10-20,Tier1,Footwear,218
2024-10-21,Tier1,Footwear,217
2024-10-22,Tier1,Footwear,247
2024-10-23,Tier1,Footwear,200
2024-10-24,Tier1,Footwear,223
2024-10-25,Tier1,Footwear,198
2024-10-26,Tier1,Footwear,194
2024-10-27,Tier1,Footwear,213
2024-10-28,Tier1,Footwear,140
2024-10-29,Tier1,Footwear,158
2024-10-30,Tier1,Footwear,126
2024-10-31,Tier1,Footwear,121
2024-11-01,Tier1,Footwear,134
2024-11-02,Tier1,Footwear,120
2024-11-03,Tier1,Footwear,144
2024-11-04,Tier1,Footwear,162
2024-11-05,Tier1,Footwear,141
2024-11-06,Tier1,Footwear,147
2024-11-07,Tier1,Footwear,118
2024-11-08,Tier1,Footwear,132
2024-11-09,Tier1,Footwear,129
2024-11-10,Tier1,Footwear,141
2024-11-11,Tier1,Footwear,137
2024-11-12,Tier1,Footwear,127
2024-11-13,Tier1,Footwear,147
2024-11-14,Tier1,Footwear,110
2024-11-15,Tier1,Footwear,123
2024-11-16,Tier1,Footwear,138
2024-11-17,Tier1,Footwear,139
2024-11-18,Tier1,Footwear,169
2024-11-19,Tier1,Footwear,161
2024-11-20,Tier1,Footwear,135
2024-11-21,Tier1,Footwear,134
2024-11-22,Tier1,Footwear,127
2024-11-23,Tier1,Footwear,114
2024-11-24,Tier1,Footwear,129
2024-11-25,Tier1,Footwear,141
2024-11-26,Tier1,Footwear,126
2024-11-27,Tier1,Footwear,145
2024-11-28,Tier1,Footwear,133
2024-11-29,Tier1,Footwear,112
2024-11-30,Tier1,Footwear,136
2024-12-01,Tier1,Footwear,149
2024-12-02,Tier1,Footwear,153
2024-12-03,Tier1,Footwear,149
2024-12-04,Tier1,Footwear,154
2024-12-05,Tier1,Footwear,145
2024-12-06,Tier1,Footwear,134
2024-12-07,Tier1,Footwear,125
2024-12-08,Tier1,Footwear,146
2024-12-09,Tier1,Footwear,167
2024-12-10,Tier1,Footwear,147
2024-12-11,Tier1,Footwear,174
2024-12-12,Tier1,Footwear,133
2024-12-13,Tier1,Footwear,134
2024-12-14,Tier1,Footwear,128
2024-12-15,Tier1,Footwear,148
2024-12-16,Tier1,Footwear,133
2024-12-17,Tier1,Footwear,150
2024-12-18,Tier1,Footwear,138
2024-12-19,Tier1,Footwear,143
2024-12-20,Tier1,Footwear,146
2024-12-21,Tier1,Footwear,210
2024-12-22,Tier1,Footwear,173
2024-12-23,Tier1,Footwear,264
2024-12-24,Tier1,Footwear,236
2024-12-25,Tier1,Footwear,208
2024-12-26,Tier1,Footwear,210
2024-12-27,Tier1,Footwear,202
2024-12-28,Tier1,Footwear,192
2024-12-29,Tier1,Footwear,220
2024-12-30,Tier1,Footwear,219
2024-12-31,Tier1,Footwear,227
2023-01-01,Tier1,Home Furnishing,102
2023-01-02,Tier1,Home Furnishing,102
2023-01-03,Tier1,Home Furnishing,118
2023-01-04,Tier1,Home Furnishing,118
2023-01-05,Tier1,Home Furnishing,110
2023-01-06,Tier1,Home Furnishing,107
2023-01-07,Tier1,Home Furnishing,105
2023-01-08,Tier1,Home Furnishing,105
2023-01-09,Tier1,Home Furnishing,125
2023-01-10,Tier1,Home Furnishing,106
2023-01-11,Tier1,Home Furnishing,106
2023-01-12,Tier1,Home Furnishing,99
2023-01-13,Tier1,Home Furnishing,111
2023-01-14,Tier1,Home Furnishing,112
2023-01-15,Tier1,Home Furnishing,116
2023-01-16,Tier1,Home Furnishing,129
2023-01-17,Tier1,Home Furnishing,112
2023-01-18,Tier1,Home Furnishing,119
2023-01-19,Tier1,Home Furnishing,107
2023-01-20,Tier1,Home Furnishing,111
2023-01-21,Tier1,Home Furnishing,105
2023-01-22,Tier1,Home Furnishing,110
2023-01-23,Tier1,Home Furnishing,126
2023-01-24,Tier1,Home Furnishing,131
2023-01-25,Tier1,Home Furnishing,111
2023-01-26,Tier1,Home Furnishing,110
2023-01-27,Tier1,Home Furnishing,96
2023-01-28,Tier1,Home Furnishing,86
2023-01-29,Tier1,Home Furnishing,117
2023-01-30,Tier1,Home Furnishing,128
2023-01-31,Tier1,Home Furnishing,127
2023-02-01,Tier1,Home Furnishing,101
2023-02-02,Tier1,Home Furnishing,108
2023-02-03,Tier1,Home Furnishing,88
2023-02-04,Tier1,Home Furnishing,121
2023-02-05,Tier1,Home Furnishing,106
2023-02-06,Tier1,Home Furnishing,136
2023-02-07,Tier1,Home Furnishing,135
2023-02-08,Tier1,Home Furnishing,112
2023-02-09,Tier1,Home Furnishing,103
2023-02-10,Tier1,Home Furnishing,111
2023-02-11,Tier1,Home Furnishing,103
2023-02-12,Tier1,Home Furnishing,119
2023-02-13,Tier1,Home Furnishing,120
2023-02-14,Tier1,Home Furnishing,109
2023-02-15,Tier1,Home Furnishing,101
2023-02-16,Tier1,Home Furnishing,116
2023-02-17,Tier1,Home Furnishing,105
2023-02-18,Tier1,Home Furnishing,107
2023-02-19,Tier1,Home Furnishing,126
2023-02-20,Tier1,Home Furnishing,139
2023-02-21,Tier1,Home Furnishing,126
2023-02-22,Tier1,Home Furnishing,120
2023-02-23,Tier1,Home Furnishing,120
2023-02-24,Tier1,Home Furnishing,99
2023-02-25,Tier1,Home Furnishing,115
2023-02-26,Tier1,Home Furnishing,126
2023-02-27,Tier1,Home Furnishing,135
2023-02-28,Tier1,Home Furnishing,110
2023-03-01,Tier1,Home Furnishing,117
2023-03-02,Tier1,Home Furnishing,109
2023-03-03,Tier1,Home Furnishing,113
2023-03-04,Tier1,Home Furnishing,118
2023-03-05,Tier1,Home Furnishing,136
2023-03-06,Tier1,Home Furnishing,124
2023-03-07,Tier1,Home Furnishing,126
2023-03-08,Tier1,Home Furnishing,138
2023-03-09,Tier1,Home Furnishing,121
2023-03-10,Tier1,Home Furnishing,124
2023-03-11,Tier1,Home Furnishing,117
2023-03-12,Tier1,Home Furnishing,111
2023-03-13,Tier1,Home Furnishing,116
2023-03-14,Tier1,Home Furnishing,116
2023-03-15,Tier1,Home Furnishing,134
2023-03-16,Tier1,Home Furnishing,130
2023-03-17,Tier1,Home Furnishing,130
2023-03-18,Tier1,Home Furnishing,123
2023-03-19,Tier1,Home Furnishing,135
2023-03-20,Tier1,Home Furnishing,125
2023-03-21,Tier1,Home Furnishing,121
2023-03-22,Tier1,Home Furnishing,137
2023-03-23,Tier1,Home Furnishing,123
2023-03-24,Tier1,Home Furnishing,115
2023-03-25,Tier1,Home Furnishing,120
2023-03-26,Tier1,Home Furnishing,127
2023-03-27,Tier1,Home Furnishing,145
2023-03-28,Tier1,Home Furnishing,148
2023-03-29,Tier1,Home Furnishing,134
2023-03-30,Tier1,Home Furnishing,128
2023-03-31,Tier1,Home Furnishing,119
2023-04-01,Tier1,Home Furnishing,112
2023-04-02,Tier1,Home Furnishing,132
2023-04-03,Tier1,Home Furnishing,118
2023-04-04,Tier1,Home Furnishing,146
2023-04-05,Tier1,Home Furnishing,117
2023-04-06,Tier1,Home Furnishing,123
2023-04-07,Tier1,Home Furnishing,107
2023-04-08,Tier1,Home Furnishing,122
2023-04-09,Tier1,Home Furnishing,125
2023-04-10,Tier1,Home Furnishing,116
2023-04-11,Tier1,Home Furnishing,139
2023-04-12,Tier1,Home Furnishing,123
2023-04-13,Tier1,Home Furnishing,129
2023-04-14,Tier1,Home Furnishing,115
2023-04-15,Tier1,Home Furnishing,121
2023-04-16,Tier1,Home Furnishing,116
2023-04-17,Tier1,Home Furnishing,127
2023-04-18,Tier1,Home Furnishing,130
2023-04-19,Tier1,Home Furnishing,138
2023-04-20,Tier1,Home Furnishing,137
2023-04-21,Tier1,Home Furnishing,108
2023-04-22,Tier1,Home Furnishing,127
2023-04-23,Tier1,Home Furnishing,103
2023-04-24,Tier1,Home Furnishing,120
2023-04-25,Tier1,Home Furnishing,125
2023-04-26,Tier1,Home Furnishing,115
2023-04-27,Tier1,Home Furnishing,105
2023-04-28,Tier1,Home Furnishing,119
2023-04-29,Tier1,Home Furnishing,115
2023-04-30,Tier1,Home Furnishing,129
2023-05-01,Tier1,Home Furnishing,140
2023-05-02,Tier1,Home Furnishing,138
2023-05-03,Tier1,Home Furnishing,136
2023-05-04,Tier1,Home Furnishing,120
2023-05-05,Tier1,Home Furnishing,104
2023-05-06,Tier1,Home Furnishing,127
2023-05-07,Tier1,Home Furnishing,119
2023-05-08,Tier1,Home Furnishing,123
2023-05-09,Tier1,Home Furnishing,132
2023-05-10,Tier1,Home Furnishing,120
2023-05-11,Tier1,Home Furnishing,116
2023-05-12,Tier1,Home Furnishing,118
2023-05-13,Tier1,Home Furnishing,120
2023-05-14,Tier1,Home Furnishing,115
2023-05-15,Tier1,Home Furnishing,127
2023-05-16,Tier1,Home Furnishing,145
2023-05-17,Tier1,Home Furnishing,134
2023-05-18,Tier1,Home Furnishing,140
2023-05-19,Tier1,Home Furnishing,125
2023-05-20,Tier1,Home Furnishing,127
2023-05-21,Tier1,Home Furnishing,110
2023-05-22,Tier1,Home Furnishing,139
2023-05-23,Tier1,Home Furnishing,133
2023-05-24,Tier1,Home Furnishing,122
2023-05-25,Tier1,Home Furnishing,121
2023-05-26,Tier1,Home Furnishing,122
2023-05-27,Tier1,Home Furnishing,120
2023-05-28,Tier1,Home Furnishing,114
2023-05-29,Tier1,Home Furnishing,138
2023-05-30,Tier1,Home Furnishing,126
2023-05-31,Tier1,Home Furnishing,129
2023-06-01,Tier1,Home Furnishing,116
2023-06-02,Tier1,Home Furnishing,111
2023-06-03,Tier1,Home Furnishing,122
2023-06-04,Tier1,Home Furnishing,112
2023-06-05,Tier1,Home Furnishing,150
2023-06-06,Tier1,Home Furnishing,112
2023-06-07,Tier1,Home Furnishing,120
2023-06-08,Tier1,Home Furnishing,121
2023-06-09,Tier1,Home Furnishing,118
2023-06-10,Tier1,Home Furnishing,113
2023-06-11,Tier1,Home Furnishing,121
2023-06-12,Tier1,Home Furnishing,133
2023-06-13,Tier1,Home Furnishing,128
2023-06-14,Tier1,Home Furnishing,139
2023-06-15,Tier1,Home Furnishing,125
2023-06-16,Tier1,Home Furnishing,119
2023-06-17,Tier1,Home Furnishing,104
2023-06-18,Tier1,Home Furnishing,120
2023-06-19,Tier1,Home Furnishing,125
2023-06-20,Tier1,Home Furnishing,119
2023-06-21,Tier1,Home Furnishing,128
2023-06-22,Tier1,Home Furnishing,111
2023-06-23,Tier1,Home Furnishing,116
2023-06-24,Tier1,Home Furnishing,103
2023-06-25,Tier1,Home Furnishing,136
2023-06-26,Tier1,Home Furnishing,118
2023-06-27,Tier1,Home Furnishing,131
2023-06-28,Tier1,Home Furnishing,131
2023-06-29,Tier1,Home Furnishing,110
2023-06-30,Tier1,Home Furnishing,117
2023-07-01,Tier1,Home Furnishing,100
2023-07-02,Tier1,Home Furnishing,132
2023-07-03,Tier1,Home Furnishing,126
2023-07-04,Tier1,Home Furnishing,121
2023-07-05,Tier1,Home Furnishing,119
2023-07-06,Tier1,Home Furnishing,121
2023-07-07,Tier1,Home Furnishing,104
2023-07-08,Tier1,Home Furnishing,104
2023-07-09,Tier1,Home Furnishing,115
2023-07-10,Tier1,Home Furnishing,113
2023-07-11,Tier1,Home Furnishing,145
2023-07-12,Tier1,Home Furnishing,116
2023-07-13,Tier1,Home Furnishing,120
2023-07-14,Tier1,Home Furnishing,110
2023-07-15,Tier1,Home Furnishing,101
2023-07-16,Tier1,Home Furnishing,116
2023-07-17,Tier1,Home Furnishing,131
2023-07-18,Tier1,Home Furnishing,123
2023-07-19,Tier1,Home Furnishing,132
2023-07-20,Tier1,Home Furnishing,121
2023-07-21,Tier1,Home Furnishing,115
2023-07-22,Tier1,Home Furnishing,104
2023-07-23,Tier1,Home Furnishing,106
2023-07-24,Tier1,Home Furnishing,117
2023-07-25,Tier1,Home Furnishing,126
2023-07-26,Tier1,Home Furnishing,124
2023-07-27,Tier1,Home Furnishing,92
2023-07-28,Tier1,Home Furnishing,106
2023-07-29,Tier1,Home Furnishing,109
2023-07-30,Tier1,Home Furnishing,112
2023-07-31,Tier1,Home Furnishing,134
2023-08-01,Tier1,Home Furnishing,127
2023-08-02,Tier1,Home Furnishing,131
2023-08-03,Tier1,Home Furnishing,108
2023-08-04,Tier1,Home Furnishing,113
2023-08-05,Tier1,Home Furnishing,121
2023-08-06,Tier1,Home Furnishing,126
2023-08-07,Tier1,Home Furnishing,110
2023-08-08,Tier1,Home Furnishing,120
2023-08-09,Tier1,Home Furnishing,114
2023-08-10,Tier1,Home Furnishing,114
2023-08-11,Tier1,Home Furnishing,110
2023-08-12,Tier1,Home Furnishing,99
2023-08-13,Tier1,Home Furnishing,114
2023-08-14,Tier1,Home Furnishing,101
2023-08-15,Tier1,Home Furnishing,136
2023-08-16,Tier1,Home Furnishing,112
2023-08-17,Tier1,Home Furnishing,109
2023-08-18,Tier1,Home Furnishing,101
2023-08-19,Tier1,Home Furnishing,115
2023-08-20,Tier1,Home Furnishing,87
2023-08-21,Tier1,Home Furnishing,119
2023-08-22,Tier1,Home Furnishing,120
2023-08-23,Tier1,Home Furnishing,112
2023-08-24,Tier1,Home Furnishing,123
2023-08-25,Tier1,Home Furnishing,96
2023-08-26,Tier1,Home Furnishing,111
2023-08-27,Tier1,Home Furnishing,115
2023-08-28,Tier1,Home Furnishing,131
2023-08-29,Tier1,Home Furnishing,114
2023-08-30,Tier1,Home Furnishing,109
2023-08-31,Tier1,Home Furnishing,117
2023-09-01,Tier1,Home Furnishing,106
2023-09-02,Tier1,Home Furnishing,92
2023-09-03,Tier1,Home Furnishing,107
2023-09-04,Tier1,Home Furnishing,122
2023-09-05,Tier1,Home Furnishing,128
2023-09-06,Tier1,Home Furnishing,109
2023-09-07,Tier1,Home Furnishing,82
2023-09-08,Tier1,Home Furnishing,107
2023-09-09,Tier1,Home Furnishing,94
2023-09-10,Tier1,Home Furnishing,93
2023-09-11,Tier1,Home Furnishing,91
2023-09-12,Tier1,Home Furnishing,128
2023-09-13,Tier1,Home Furnishing,116
2023-09-14,Tier1,Home Furnishing,105
2023-09-15,Tier1,Home Furnishing,114
2023-09-16,Tier1,Home Furnishing,109
2023-09-17,Tier1,Home Furnishing,125
2023-09-18,Tier1,Home Furnishing,105
2023-09-19,Tier1,Home Furnishing,119
2023-09-20,Tier1,Home Furnishing,100
2023-09-21,Tier1,Home Furnishing,105
2023-09-22,Tier1,Home Furnishing,100
2023-09-23,Tier1,Home Furnishing,109
2023-09-24,Tier1,Home Furnishing,111
2023-09-25,Tier1,Home Furnishing,124
2023-09-26,Tier1,Home Furnishing,127
2023-09-27,Tier1,Home Furnishing,135
2023-09-28,Tier1,Home Furnishing,105
2023-09-29,Tier1,Home Furnishing,95
2023-09-30,Tier1,Home Furnishing,106
2023-10-01,Tier1,Home Furnishing,104
2023-10-02,Tier1,Home Furnishing,132
2023-10-03,Tier1,Home Furnishing,117
2023-10-04,Tier1,Home Furnishing,110
2023-10-05,Tier1,Home Furnishing,104
2023-10-06,Tier1,Home Furnishing,109
2023-10-07,Tier1,Home Furnishing,103
2023-10-08,Tier1,Home Furnishing,106
2023-10-09,Tier1,Home Furnishing,135
2023-10-10,Tier1,Home Furnishing,112
2023-10-11,Tier1,Home Furnishing,116
2023-10-12,Tier1,Home Furnishing,114
2023-10-13,Tier1,Home Furnishing,90
2023-10-14,Tier1,Home Furnishing,109
2023-10-15,Tier1,Home Furnishing,103
2023-10-16,Tier1,Home Furnishing,127
2023-10-17,Tier1,Home Furnishing,112
2023-10-18,Tier1,Home Furnishing,123
2023-10-19,Tier1,Home Furnishing,119
2023-10-20,Tier1,Home Furnishing,111
2023-10-21,Tier1,Home Furnishing,108
2023-10-22,Tier1,Home Furnishing,111
2023-10-23,Tier1,Home Furnishing,115
2023-10-24,Tier1,Home Furnishing,137
2023-10-25,Tier1,Home Furnishing,111
2023-10-26,Tier1,Home Furnishing,101
2023-10-27,Tier1,Home Furnishing,111
2023-10-28,Tier1,Home Furnishing,100
2023-10-29,Tier1,Home Furnishing,105
2023-10-30,Tier1,Home Furnishing,107
2023-10-31,Tier1,Home Furnishing,119
2023-11-01,Tier1,Home Furnishing,118
2023-11-02,Tier1,Home Furnishing,113
2023-11-03,Tier1,Home Furnishing,114
2023-11-04,Tier1,Home Furnishing,112
2023-11-05,Tier1,Home Furnishing,114
2023-11-06,Tier1,Home Furnishing,121
2023-11-07,Tier1,Home Furnishing,130
2023-11-08,Tier1,Home Furnishing,132
2023-11-09,Tier1,Home Furnishing,113
2023-11-10,Tier1,Home Furnishing,103
2023-11-11,Tier1,Home Furnishing,100
2023-11-12,Tier1,Home Furnishing,103
2023-11-13,Tier1,Home Furnishing,131
2023-11-14,Tier1,Home Furnishing,132
2023-11-15,Tier1,Home Furnishing,127
2023-11-16,Tier1,Home Furnishing,112
2023-11-17,Tier1,Home Furnishing,121
2023-11-18,Tier1,Home Furnishing,106
2023-11-19,Tier1,Home Furnishing,127
2023-11-20,Tier1,Home Furnishing,125
2023-11-21,Tier1,Home Furnishing,121
2023-11-22,Tier1,Home Furnishing,129
2023-11-23,Tier1,Home Furnishing,119
2023-11-24,Tier1,Home Furnishing,113
2023-11-25,Tier1,Home Furnishing,113
2023-11-26,Tier1,Home Furnishing,119
2023-11-27,Tier1,Home Furnishing,152
2023-11-28,Tier1,Home Furnishing,142
2023-11-29,Tier1,Home Furnishing,132
2023-11-30,Tier1,Home Furnishing,117
2023-12-01,Tier1,Home Furnishing,120
2023-12-02,Tier1,Home Furnishing,118
2023-12-03,Tier1,Home Furnishing,121
2023-12-04,Tier1,Home Furnishing,126
2023-12-05,Tier1,Home Furnishing,130
2023-12-06,Tier1,Home Furnishing,94
2023-12-07,Tier1,Home Furnishing,120
2023-12-08,Tier1,Home Furnishing,109
2023-12-09,Tier1,Home Furnishing,130
2023-12-10,Tier1,Home Furnishing,123
2023-12-11,Tier1,Home Furnishing,119
2023-12-12,Tier1,Home Furnishing,133
2023-12-13,Tier1,Home Furnishing,117
2023-12-14,Tier1,Home Furnishing,124
2023-12-15,Tier1,Home Furnishing,117
2023-12-16,Tier1,Home Furnishing,126
2023-12-17,Tier1,Home Furnishing,117
2023-12-18,Tier1,Home Furnishing,133
2023-12-19,Tier1,Home Furnishing,120
2023-12-20,Tier1,Home Furnishing,137
2023-12-21,Tier1,Home Furnishing,127
2023-12-22,Tier1,Home Furnishing,121
2023-12-23,Tier1,Home Furnishing,119
2023-12-24,Tier1,Home Furnishing,131
2023-12-25,Tier1,Home Furnishing,152
2023-12-26,Tier1,Home Furnishing,134
2023-12-27,Tier1,Home Furnishing,133
2023-12-28,Tier1,Home Furnishing,113
2023-12-29,Tier1,Home Furnishing,110
2023-12-30,Tier1,Home Furnishing,121
2023-12-31,Tier1,Home Furnishing,140
2024-01-01,Tier1,Home Furnishing,134
2024-01-02,Tier1,Home Furnishing,137
2024-01-03,Tier1,Home Furnishing,130
2024-01-04,Tier1,Home Furnishing,120
2024-01-05,Tier1,Home Furnishing,123
2024-01-06,Tier1,Home Furnishing,108
2024-01-07,Tier1,Home Furnishing,144
2024-01-08,Tier1,Home Furnishing,132
2024-01-09,Tier1,Home Furnishing,150
2024-01-10,Tier1,Home Furnishing,122
2024-01-11,Tier1,Home Furnishing,134
2024-01-12,Tier1,Home Furnishing,128
2024-01-13,Tier1,Home Furnishing,128
2024-01-14,Tier1,Home Furnishing,171
2024-01-15,Tier1,Home Furnishing,202
2024-01-16,Tier1,Home Furnishing,182
2024-01-17,Tier1,Home Furnishing,189
2024-01-18,Tier1,Home Furnishing,196
2024-01-19,Tier1,Home Furnishing,184
2024-01-20,Tier1,Home Furnishing,176
2024-01-21,Tier1,Home Furnishing,124
2024-01-22,Tier1,Home Furnishing,151
2024-01-23,Tier1,Home Furnishing,146
2024-01-24,Tier1,Home Furnishing,114
2024-01-25,Tier1,Home Furnishing,139
2024-01-26,Tier1,Home Furnishing,125
2024-01-27,Tier1,Home Furnishing,140
2024-01-28,Tier1,Home Furnishing,124
2024-01-29,Tier1,Home Furnishing,108
2024-01-30,Tier1,Home Furnishing,151
2024-01-31,Tier1,Home Furnishing,145
2024-02-01,Tier1,Home Furnishing,115
2024-02-02,Tier1,Home Furnishing,117
2024-02-03,Tier1,Home Furnishing,158
2024-02-04,Tier1,Home Furnishing,135
2024-02-05,Tier1,Home Furnishing,156
2024-02-06,Tier1,Home Furnishing,142
2024-02-07,Tier1,Home Furnishing,120
2024-02-08,Tier1,Home Furnishing,133
2024-02-09,Tier1,Home Furnishing,126
2024-02-10,Tier1,Home Furnishing,127
2024-02-11,Tier1,Home Furnishing,139
2024-02-12,Tier1,Home Furnishing,152
2024-02-13,Tier1,Home Furnishing,149
2024-02-14,Tier1,Home Furnishing,131
2024-02-15,Tier1,Home Furnishing,141
2024-02-16,Tier1,Home Furnishing,110
2024-02-17,Tier1,Home Furnishing,111
2024-02-18,Tier1,Home Furnishing,150
2024-02-19,Tier1,Home Furnishing,157
2024-02-20,Tier1,Home Furnishing,152
2024-02-21,Tier1,Home Furnishing,131
2024-02-22,Tier1,Home Furnishing,130
2024-02-23,Tier1,Home Furnishing,129
2024-02-24,Tier1,Home Furnishing,117
2024-02-25,Tier1,Home Furnishing,134
2024-02-26,Tier1,Home Furnishing,160
2024-02-27,Tier1,Home Furnishing,172
2024-02-28,Tier1,Home Furnishing,143
2024-02-29,Tier1,Home Furnishing,147
2024-03-01,Tier1,Home Furnishing,112
2024-03-02,Tier1,Home Furnishing,142
2024-03-03,Tier1,Home Furnishing,135
2024-03-04,Tier1,Home Furnishing,157
2024-03-05,Tier1,Home Furnishing,153
2024-03-06,Tier1,Home Furnishing,166
2024-03-07,Tier1,Home Furnishing,130
2024-03-08,Tier1,Home Furnishing,140
2024-03-09,Tier1,Home Furnishing,133
2024-03-10,Tier1,Home Furnishing,143
2024-03-11,Tier1,Home Furnishing,152
2024-03-12,Tier1,Home Furnishing,146
2024-03-13,Tier1,Home Furnishing,151
2024-03-14,Tier1,Home Furnishing,140
2024-03-15,Tier1,Home Furnishing,137
2024-03-16,Tier1,Home Furnishing,138
2024-03-17,Tier1,Home Furnishing,156
2024-03-18,Tier1,Home Furnishing,167
2024-03-19,Tier1,Home Furnishing,145
2024-03-20,Tier1,Home Furnishing,162
2024-03-21,Tier1,Home Furnishing,128
2024-03-22,Tier1,Home Furnishing,142
2024-03-23,Tier1,Home Furnishing,145
2024-03-24,Tier1,Home Furnishing,125
2024-03-25,Tier1,Home Furnishing,157
2024-03-26,Tier1,Home Furnishing,153
2024-03-27,Tier1,Home Furnishing,143
2024-03-28,Tier1,Home Furnishing,158
2024-03-29,Tier1,Home Furnishing,129
2024-03-30,Tier1,Home Furnishing,129
2024-03-31,Tier1,Home Furnishing,148
2024-04-01,Tier1,Home Furnishing,165
2024-04-02,Tier1,Home Furnishing,157
2024-04-03,Tier1,Home Furnishing,167
2024-04-04,Tier1,Home Furnishing,149
2024-04-05,Tier1,Home Furnishing,113
2024-04-06,Tier1,Home Furnishing,133
2024-04-07,Tier1,Home Furnishing,141
2024-04-08,Tier1,Home Furnishing,163
2024-04-09,Tier1,Home Furnishing,170
2024-04-10,Tier1,Home Furnishing,249
2024-04-11,Tier1,Home Furnishing,201
2024-04-12,Tier1,Home Furnishing,187
2024-04-13,Tier1,Home Furnishing,205
2024-04-14,Tier1,Home Furnishing,238
2024-04-15,Tier1,Home Furnishing,227
2024-04-16,Tier1,Home Furnishing,232
2024-04-17,Tier1,Home Furnishing,209
2024-04-18,Tier1,Home Furnishing,141
2024-04-19,Tier1,Home Furnishing,131
2024-04-20,Tier1,Home Furnishing,130
