customer_id,city_tier,recency_days,frequency,monetary
4117,Tier2,147,6,6098.72
4118,Tier2,141,2,3032.48
4119,Tier2,20,3,4724.44
4120,Tier2,254,4,5246.02
4121,Tier3,10,3,5616.328
4122,Tier2,76,6,5870.98
4123,Tier2,165,4,4498.6
4124,Tier3,228,3,4581.32
4125,Tier1,40,4,5110.1
4126,Tier2,38,5,2567.54
4127,Tier2,17,4,6735.09
4128,Tier1,206,3,6733.200000000001
4129,Tier2,61,4,5764.54
4130,Tier1,11,7,3577.475
4131,Tier3,115,4,2340.832
4132,Tier2,120,4,3944.09
4133,Tier3,263,2,4734.088
4134,Tier2,159,4,8299.15
4135,Tier2,210,1,6305.89
4136,Tier3,98,2,1519.896
4137,Tier3,196,4,6153.8
4138,Tier1,294,4,3504.8875
4139,Tier2,283,2,6369.66
4140,Tier3,52,3,4111.504
4141,Tier3,59,2,2035.128
4142,Tier3,21,8,6432.912
4143,Tier2,66,3,7230.07
4144,Tier1,129,2,8591.55
4145,Tier1,241,3,4935.825
4146,Tier3,65,5,5661.656
4147,Tier2,48,1,1999.49
4148,Tier1,132,2,4876.7375
4149,Tier3,263,5,2778.0480000000002
4150,Tier1,205,2,2648.725
4151,Tier3,116,1,2936.36
4152,Tier2,147,6,3109.5
4153,Tier1,211,3,4696.15
4154,Tier2,144,5,5847.54
4155,Tier1,231,6,1775.325
4156,Tier2,140,4,2512.47
4157,Tier2,294,2,1836.91
4158,Tier1,204,5,5693.049999999999
4159,Tier3,282,6,3130.88
4160,Tier2,144,4,4441.88
4161,Tier2,154,5,6224.58
4162,Tier1,95,4,3904.5375000000004
4163,Tier1,190,6,6088.049999999999
4164,Tier3,86,3,3265.016
4165,Tier2,23,2,6779.16
4166,Tier2,137,4,5539.32
4167,Tier3,276,2,4663.472000000001
4168,Tier2,173,4,5616.04
4169,Tier2,23,2,1954.91
4170,Tier3,257,4,5746.368
4171,Tier3,197,4,2521.56
4172,Tier1,282,6,7740.85
4173,Tier2,149,3,6342.36
4174,Tier3,39,4,1752.968
4175,Tier2,171,3,3653.38
4176,Tier3,248,7,1123.056
4177,Tier3,77,2,4579.280000000001
4178,Tier2,137,3,8752.55
4179,Tier1,77,4,6508.6875
4180,Tier1,119,6,6634.8375
4181,Tier2,271,3,6753.96
4182,Tier2,114,2,5473.26
4183,Tier3,172,6,3534.488
4184,Tier2,220,8,6313.86
4185,Tier2,101,8,3765.15
4186,Tier3,84,4,4599.992
4187,Tier2,221,4,4650.43
4188,Tier2,190,3,2945.33
4189,Tier1,68,2,5645.299999999999
4190,Tier2,71,2,2813.73
4191,Tier3,100,3,3683.2400000000002
4192,Tier2,38,3,1954.85
4193,Tier2,238,4,6339.79
4194,Tier1,167,4,6459.1625
4195,Tier3,161,3,2871.1360000000004
4196,Tier3,285,7,2193.312
4197,Tier2,32,5,4476.98
4198,Tier3,73,4,3653.5519999999997
4199,Tier2,234,3,4662.3
4200,Tier2,141,4,5361.56
4201,Tier3,116,2,3813.496
4202,Tier1,29,2,8930.5125
4203,Tier2,98,5,2232.43
4204,Tier1,70,3,7924.5125
4205,Tier2,21,5,4631.77
4206,Tier2,113,4,4697.85
4207,Tier1,282,5,4111.75
4208,Tier2,14,6,8752.47
4209,Tier2,145,3,7890.82
4210,Tier2,32,3,6521.61
4211,Tier1,104,1,2556.3999999999996
4212,Tier3,191,6,4490.008000000001
4213,Tier2,271,5,4152.26
4214,Tier3,212,7,4423.712
4215,Tier3,265,2,2810.192
4216,Tier2,73,3,7102.02
4217,Tier1,42,4,7987.200000000001
4218,Tier2,70,4,3423.3
4219,Tier2,239,2,7049.9
4220,Tier1,68,4,3874.7375
4221,Tier1,239,3,10384.2
4222,Tier2,157,2,6033.97
4223,Tier3,184,5,4281.32
4224,Tier3,170,5,2801.8160000000003
4225,Tier1,279,3,6084.724999999999
4226,Tier2,103,3,7272.18
4227,Tier1,29,1,5512.162499999999
4228,Tier2,77,6,4902.14
4229,Tier3,39,3,3176.856
4230,Tier3,147,2,4543.256
4231,Tier2,218,3,2484.42
4232,Tier1,209,3,8736.0625
4233,Tier2,221,6,3804.96
4234,Tier3,236,6,4083.496
4235,Tier1,90,2,7411.537499999999
4236,Tier2,173,3,7617.97
4237,Tier3,129,2,4967.92
4238,Tier3,240,3,2189.88
4239,Tier3,149,3,5635.696
4240,Tier2,109,5,100.0
4241,Tier2,268,3,4358.32
4242,Tier2,138,1,4766.5
4243,Tier3,13,1,2330.6240000000003
4244,Tier3,19,3,1821.712
4245,Tier3,68,4,5264.6320000000005
4246,Tier1,182,2,4407.9875
4247,Tier3,128,6,2785.928
4248,Tier2,15,3,4712.91
4249,Tier1,99,5,4732.900000000001
4250,Tier1,124,5,6010.1625
4251,Tier2,250,4,7785.39
4252,Tier2,81,3,4447.81
4253,Tier3,98,6,3578.0640000000003
4254,Tier3,157,4,6015.400000000001
4255,Tier1,244,4,6148.8
4256,Tier2,144,4,6436.32
4257,Tier1,89,6,6408.5
4258,Tier2,220,3,3519.26
4259,Tier2,286,4,2216.94
4260,Tier3,297,2,3965.376
4261,Tier2,245,1,5650.31
4262,Tier3,27,2,5385.240000000001
4263,Tier3,49,6,3623.0160000000005
4264,Tier2,78,3,6522.89
4265,Tier2,106,4,4091.44
4266,Tier3,288,5,2697.5040000000004
4267,Tier1,76,4,5867.3
4268,Tier3,45,3,4676.224
4269,Tier3,283,4,4760.6320000000005
4270,Tier1,216,9,9126.7625
4271,Tier3,164,3,4540.5199999999995
4272,Tier1,91,5,9799.2125
4273,Tier3,11,7,5468.528
4274,Tier2,187,1,1941.28
4275,Tier3,18,5,5444.512000000001
4276,Tier2,104,2,6953.78
4277,Tier3,248,5,4688.088
4278,Tier1,173,3,7024.674999999999
4279,Tier2,236,4,5315.08
4280,Tier1,115,2,3714.4
4281,Tier3,106,2,1816.448
4282,Tier2,221,4,3395.91
4283,Tier2,244,7,8187.8
4284,Tier3,244,4,5867.576000000001
4285,Tier3,225,4,4369.896
4286,Tier1,274,5,6531.0
4287,Tier3,32,4,5824.8240000000005
4288,Tier1,290,2,6268.2875
4289,Tier3,58,4,7711.504
4290,Tier3,217,1,3934.8480000000004
4291,Tier1,124,3,7165.7375
4292,Tier1,79,3,3772.2125
4293,Tier2,74,2,3122.43
4294,Tier2,237,5,5860.14
4295,Tier3,275,3,5261.584
4296,Tier2,136,4,3313.52
4297,Tier3,102,4,6082.92
4298,Tier2,106,5,7057.58
4299,Tier3,171,2,1525.92
4300,Tier3,109,4,5802.448
4301,Tier3,90,4,3905.288
4302,Tier1,41,4,5314.974999999999
4303,Tier2,164,3,3899.66
4304,Tier1,127,5,6878.8375
4305,Tier2,136,2,3928.89
4306,Tier2,270,5,9133.36
4307,Tier3,287,7,3190.8720000000003
4308,Tier1,265,3,11919.375
4309,Tier2,193,7,5887.79
4310,Tier2,35,2,5852.64
4311,Tier1,279,6,8425.4625
4312,Tier2,136,2,4907.94
4313,Tier3,180,2,4870.112
4314,Tier1,53,3,8619.175
4315,Tier3,176,3,7007.552000000001
4316,Tier2,10,6,6474.59
4317,Tier3,80,4,4452.512000000001
4318,Tier1,208,2,5866.2
4319,Tier3,214,5,4712.552
4320,Tier1,40,4,8420.599999999999
4321,Tier2,285,3,3209.8
4322,Tier1,181,4,7113.5
4323,Tier3,59,4,6562.6720000000005
4324,Tier3,173,4,3304.3440000000005
4325,Tier1,52,5,5051.05
4326,Tier1,108,5,4976.2125
4327,Tier2,7,5,3906.24
4328,Tier1,89,2,7335.349999999999
4329,Tier2,177,4,5166.1
4330,Tier2,280,5,2485.54
4331,Tier3,237,5,4402.168000000001
4332,Tier3,168,5,5862.088
4333,Tier2,64,5,2591.13
4334,Tier1,82,3,1458.625
4335,Tier2,22,4,6703.26
4336,Tier2,101,6,2861.2
4337,Tier2,70,5,8406.83
4338,Tier2,35,5,3770.87
4339,Tier3,242,3,2240.56
4340,Tier3,269,3,2351.792
4341,Tier1,152,5,2183.75
4342,Tier2,152,3,5014.95
4343,Tier3,51,4,3788.288
4344,Tier3,248,6,4642.408
4345,Tier2,261,3,3658.27
4346,Tier3,87,3,2592.312
4347,Tier2,146,4,5424.95
4348,Tier2,133,4,6468.41
4349,Tier1,14,2,4583.9875
4350,Tier3,181,4,4271.384
4351,Tier2,214,4,6170.86
4352,Tier1,46,4,5852.224999999999
4353,Tier3,128,1,893.288
4354,Tier3,191,5,6439.200000000001
4355,Tier3,29,6,4195.384
4356,Tier1,168,3,9351.025
4357,Tier3,39,5,2820.8720000000003
4358,Tier1,257,2,7011.0625
4359,Tier2,251,2,5770.27
4360,Tier2,14,3,4485.83
4361,Tier2,268,2,8322.5
4362,Tier2,109,4,6284.29
4363,Tier3,224,8,4829.792
4364,Tier2,259,3,4373.21
4365,Tier2,138,4,5872.12
4366,Tier1,210,5,4842.587500000001
4367,Tier1,128,4,7609.6
4368,Tier1,220,7,4561.5875
4369,Tier3,68,5,4076.7760000000003
4370,Tier3,42,2,4368.224
4371,Tier3,252,3,5325.544000000001
4372,Tier1,157,6,8788.300000000001
4373,Tier2,226,4,2129.53
4374,Tier1,262,6,4890.2125
4375,Tier3,28,3,5110.904
4376,Tier2,71,5,5440.83
4377,Tier1,253,7,5686.1625
4378,Tier2,239,4,5988.98
4379,Tier2,94,3,4583.41
4380,Tier2,98,3,5450.98
4381,Tier2,193,4,4870.06
4382,Tier3,141,2,7352.984
4383,Tier3,177,2,5499.144
4384,Tier2,20,4,3690.4
4385,Tier2,236,2,6378.81
4386,Tier3,178,2,4715.944
4387,Tier2,105,6,2814.84
4388,Tier1,190,2,7484.625
4389,Tier3,34,5,1950.968
4390,Tier1,292,2,7161.7375
4391,Tier1,82,5,6793.25
4392,Tier1,27,4,7879.087500000001
4393,Tier1,21,8,3785.8625
4394,Tier1,126,9,5829.450000000001
4395,Tier1,232,5,4827.724999999999
4396,Tier2,179,3,5461.7
4397,Tier2,45,2,4806.69
4398,Tier1,19,4,8077.625
4399,Tier2,218,4,5869.01
4400,Tier1,95,5,4639.674999999999
4401,Tier1,56,3,8008.225
4402,Tier2,61,1,4820.34
4403,Tier2,293,3,4813.68
4404,Tier2,153,5,4674.7
4405,Tier2,24,3,7418.01
4406,Tier2,105,2,4899.94
4407,Tier2,192,4,3942.3
4408,Tier3,37,6,4434.024
4409,Tier2,35,5,2975.91
4410,Tier2,166,3,6420.44
4411,Tier1,282,5,10379.737500000001
4412,Tier3,290,6,4502.64
4413,Tier1,9,5,7381.6875
4414,Tier2,173,4,1615.03
4415,Tier2,177,8,7430.53
4416,Tier2,219,6,5444.97
4417,Tier3,121,4,2629.464
4418,Tier3,259,3,3369.568
4419,Tier1,273,3,5157.462500000001
4420,Tier2,256,5,3888.25
4421,Tier3,210,5,5095.872
4422,Tier2,213,3,4326.42
4423,Tier2,167,5,2329.87
4424,Tier3,278,5,1572.1360000000002
4425,Tier2,144,3,2032.49
4426,Tier3,173,3,4086.4160000000006
4427,Tier2,148,8,3847.05
4428,Tier2,226,3,2735.28
4429,Tier2,273,5,6154.1
4430,Tier3,80,2,4350.92
4431,Tier2,122,2,2522.59
4432,Tier2,102,4,1602.05
4433,Tier3,37,7,4412.856
4434,Tier2,71,3,3758.77
4435,Tier2,10,2,7060.85
4436,Tier2,296,5,7309.57
4437,Tier2,245,5,4363.59
4438,Tier1,59,5,7603.7
4439,Tier2,75,5,8782.85
4440,Tier3,98,2,1532.1040000000003
4441,Tier2,147,4,3182.04
4442,Tier3,26,3,5474.352
4443,Tier2,53,5,5710.13
4444,Tier3,140,4,5552.648000000001
4445,Tier2,235,5,3406.35
4446,Tier1,104,4,3245.7125
4447,Tier2,297,5,3955.84
4448,Tier2,204,2,3434.06
4449,Tier2,125,3,5723.88
4450,Tier1,231,3,7354.299999999999
4451,Tier2,243,3,6078.78
4452,Tier2,281,4,3306.37
4453,Tier2,105,5,5632.85
4454,Tier3,191,4,3571.3360000000002
4455,Tier3,163,4,3896.384
4456,Tier2,10,5,6355.77
4457,Tier2,174,7,3408.49
4458,Tier2,184,5,5154.2
4459,Tier3,216,2,4827.656
4460,Tier3,168,9,4388.4400000000005
4461,Tier2,132,1,4395.75
4462,Tier1,222,3,4885.675
4463,Tier1,145,4,8289.9
4464,Tier2,136,6,2560.25
4465,Tier2,255,3,2879.46
4466,Tier2,105,1,4537.79
4467,Tier2,102,7,4065.62
4468,Tier2,283,6,1603.39
4469,Tier3,190,5,4229.8640000000005
4470,Tier2,147,9,2462.4
4471,Tier1,83,2,4004.175
4472,Tier2,43,5,4332.85
4473,Tier2,41,4,3909.78
4474,Tier3,290,3,4060.8
4475,Tier2,11,3,4711.67
4476,Tier2,214,3,4972.26
4477,Tier2,83,2,3411.18
4478,Tier2,137,5,3934.76
4479,Tier3,180,8,4591.688
4480,Tier1,91,7,264.23749999999995
4481,Tier2,253,5,5600.13
4482,Tier1,221,3,4019.6
4483,Tier2,96,6,4766.84
4484,Tier2,211,4,6939.2
4485,Tier1,236,2,4935.325000000001
4486,Tier2,203,5,6320.03
4487,Tier3,42,4,8016.968
4488,Tier2,81,4,6132.6
4489,Tier1,71,5,4858.0
4490,Tier2,189,5,4179.29
4491,Tier1,279,1,4691.425
4492,Tier2,94,7,1594.51
4493,Tier2,290,4,145.85
4494,Tier1,211,2,4017.4125
4495,Tier3,22,2,5561.376
4496,Tier1,248,3,1189.3125
4497,Tier3,11,2,4063.1120000000005
4498,Tier3,192,4,5408.808000000001
4499,Tier3,92,3,5151.624
4500,Tier2,120,3,2405.33
4501,Tier3,67,5,3980.8320000000003
4502,Tier3,79,3,1256.5040000000001
4503,Tier1,299,6,5122.625
4504,Tier2,175,1,3462.75
4505,Tier1,236,5,3822.075
4506,Tier2,252,3,2232.57
4507,Tier2,229,1,3424.04
4508,Tier1,280,3,5948.2125
4509,Tier3,196,3,5454.400000000001
4510,Tier1,171,1,5253.225
4511,Tier3,103,5,5139.832
4512,Tier1,232,1,6234.95
4513,Tier2,66,4,4939.34
4514,Tier1,133,6,7512.212500000001
4515,Tier2,254,4,7149.59
4516,Tier3,143,10,4839.2480000000005
4517,Tier2,234,4,4040.72
4518,Tier2,63,5,6834.5
4519,Tier3,169,2,4723.712
4520,Tier1,208,5,7008.925
4521,Tier3,102,2,2416.224
4522,Tier1,250,5,2789.0125
4523,Tier1,141,4,6088.0
4524,Tier1,50,5,4649.7875
4525,Tier3,208,4,4737.8
4526,Tier1,197,3,7359.1625
4527,Tier3,46,5,5473.744000000001
4528,Tier3,166,4,5302.76
4529,Tier2,228,1,6801.05
4530,Tier2,258,2,5491.61
4531,Tier3,288,2,2574.848
4532,Tier2,222,4,7779.16
4533,Tier1,104,1,7560.275000000001
4534,Tier2,65,6,5833.31
4535,Tier3,44,10,5446.12
4536,Tier3,186,7,2267.6
4537,Tier1,63,4,5125.8375
4538,Tier1,227,4,2623.4375
4539,Tier3,212,2,3020.728
4540,Tier1,174,2,4600.675
4541,Tier3,143,6,1912.848
4542,Tier1,207,3,6040.025000000001
4543,Tier3,258,3,6632.536
4544,Tier3,170,4,2755.696
4545,Tier2,61,7,6666.44
4546,Tier1,127,3,5287.025
4547,Tier2,141,7,6068.66
4548,Tier2,254,3,4665.55
4549,Tier2,61,4,3203.47
4550,Tier2,71,2,6437.47
4551,Tier1,235,3,5452.9375
4552,Tier2,248,6,4906.13
4553,Tier3,290,4,4423.576
4554,Tier2,125,3,2904.42
4555,Tier2,58,2,3810.94
4556,Tier2,292,2,5683.14
4557,Tier3,282,4,3171.464
4558,Tier2,70,4,1456.98
4559,Tier1,274,3,9206.2125
4560,Tier1,17,2,3573.325
4561,Tier3,128,3,3187.592
4562,Tier3,81,4,4804.68
4563,Tier2,28,8,8717.4
4564,Tier1,39,9,2310.7625
4565,Tier2,78,4,5067.33
4566,Tier3,294,1,4573.72
4567,Tier2,294,2,6397.52
4568,Tier1,23,5,3516.85
4569,Tier2,263,5,4272.58
4570,Tier3,120,3,5760.264
4571,Tier1,296,3,10103.425
4572,Tier2,264,4,4540.66
4573,Tier2,158,5,3223.25
4574,Tier2,207,2,6143.56
4575,Tier2,135,6,3611.22
4576,Tier2,132,7,1095.86
4577,Tier1,269,3,9158.7
4578,Tier1,274,5,5834.0
4579,Tier2,7,4,5307.19
4580,Tier1,262,3,8372.6
4581,Tier2,104,2,5868.42
4582,Tier2,57,4,7215.19
4583,Tier1,170,4,6705.299999999999
4584,Tier2,153,3,4637.92
4585,Tier2,167,4,4880.18
4586,Tier2,87,3,6731.58
4587,Tier2,26,3,5657.05
4588,Tier3,24,7,6924.984
4589,Tier2,215,3,6340.65
4590,Tier2,12,5,7192.66
4591,Tier1,158,7,8024.0625
4592,Tier1,55,3,5083.8875
4593,Tier1,250,6,652.65
4594,Tier3,158,2,5359.352
4595,Tier2,250,6,5416.28
4596,Tier1,47,3,7381.837500000001
4597,Tier3,167,4,3807.824
4598,Tier1,151,4,5630.0875
4599,Tier1,160,3,1404.5500000000002
4600,Tier2,7,1,4363.6
4601,Tier2,150,4,4655.25
4602,Tier2,273,4,3771.67
4603,Tier2,248,6,4682.41
4604,Tier2,299,3,5782.99
4605,Tier3,61,2,4697.8
4606,Tier3,284,6,4046.4400000000005
4607,Tier3,123,4,2192.128
4608,Tier3,26,3,2674.4080000000004
4609,Tier2,55,3,6576.95
4610,Tier2,216,3,4819.95
4611,Tier2,220,3,2135.87
4612,Tier3,80,3,5396.624
4613,Tier2,208,6,5535.88
4614,Tier1,170,4,9444.15
4615,Tier3,65,4,8185.8240000000005
4616,Tier3,283,4,3859.3440000000005
4617,Tier3,264,3,3205.0400000000004
4618,Tier1,80,5,8618.4875
4619,Tier2,213,5,5358.65
4620,Tier2,41,5,4378.08
4621,Tier2,97,4,6146.42
4622,Tier1,138,3,5278.424999999999
4623,Tier2,243,5,5806.3
4624,Tier1,140,2,8169.650000000001
4625,Tier2,227,5,4055.05
4626,Tier3,152,2,2135.824
4627,Tier3,256,4,3112.928
4628,Tier1,83,8,4495.012500000001
4629,Tier2,248,3,4389.48
4630,Tier1,124,5,3410.2625
4631,Tier1,126,6,6800.8875
4632,Tier3,216,7,6548.512000000001
4633,Tier3,288,4,4837.56
4634,Tier3,258,3,3905.92
4635,Tier2,22,3,7482.65
4636,Tier3,267,4,4066.1440000000002
4637,Tier1,281,4,8478.5375
4638,Tier1,45,3,5929.924999999999
4639,Tier1,35,3,9532.45
4640,Tier3,122,4,4708.832
4641,Tier1,238,2,7280.225
4642,Tier1,47,3,9496.4375
4643,Tier2,232,3,4293.38
4644,Tier1,138,5,4385.675
4645,Tier1,161,3,7109.650000000001
4646,Tier1,210,7,6556.7375
4647,Tier1,93,5,7975.2125
4648,Tier2,103,3,3377.66
4649,Tier2,41,5,8564.8
4650,Tier1,203,4,10317.0125
4651,Tier1,59,2,6868.4375
4652,Tier3,109,2,5757.64
4653,Tier2,247,1,4368.7
4654,Tier2,78,3,5368.53
4655,Tier2,108,5,5559.97
4656,Tier1,225,4,6532.925
4657,Tier3,20,3,3299.928
4658,Tier2,33,2,3867.65
4659,Tier1,268,5,4120.5
4660,Tier2,187,3,5810.72
4661,Tier2,56,5,4721.95
4662,Tier1,110,2,6344.400000000001
4663,Tier3,29,4,6027.880000000001
4664,Tier3,96,2,3175.312
4665,Tier1,30,3,4354.5375
4666,Tier2,94,4,2762.75
4667,Tier3,179,4,4447.88
4668,Tier1,34,5,4703.825
4669,Tier2,18,3,3076.6
4670,Tier2,134,3,4116.06
4671,Tier2,135,3,5045.75
4672,Tier3,10,3,3834.0400000000004
4673,Tier3,215,6,6659.344000000001
4674,Tier3,153,4,3796.12
4675,Tier2,280,5,403.91
4676,Tier3,153,5,4405.224
4677,Tier1,44,4,6545.275000000001
4678,Tier2,200,4,6806.09
4679,Tier1,128,4,6990.974999999999
4680,Tier2,75,3,5480.0
4681,Tier1,203,3,1584.95
4682,Tier3,37,5,4351.728
4683,Tier2,94,4,4121.91
4684,Tier1,94,2,4767.95
4685,Tier3,280,1,4476.008000000001
4686,Tier3,279,3,3289.464
4687,Tier2,203,3,6322.81
4688,Tier1,60,3,5451.837500000001
4689,Tier3,241,4,5403.952
4690,Tier3,5,2,5790.272000000001
4691,Tier2,171,2,5398.09
4692,Tier2,41,3,4855.07
4693,Tier2,278,8,8904.05
4694,Tier3,83,3,5086.272000000001
4695,Tier2,246,3,8397.32
4696,Tier1,138,4,5712.65
4697,Tier3,256,5,5084.12
4698,Tier1,26,6,7176.625
4699,Tier3,271,4,5463.72
4700,Tier2,222,3,3707.41
4701,Tier2,76,3,8333.1
4702,Tier1,13,3,6496.212500000001
4703,Tier3,139,3,3825.464
4704,Tier3,199,5,3519.7440000000006
4705,Tier3,62,2,4798.92
4706,Tier2,288,5,4050.98
4707,Tier1,291,7,5788.65
4708,Tier2,255,3,2893.4
4709,Tier2,95,6,5105.91
4710,Tier2,208,6,4358.16
4711,Tier3,12,5,3376.8160000000007
4712,Tier2,112,4,3815.11
4713,Tier3,237,5,4638.2480000000005
4714,Tier3,278,3,4179.048000000001
4715,Tier1,124,5,8300.325
4716,Tier3,15,3,5568.168000000001
4717,Tier2,187,4,7257.52
4718,Tier3,183,4,3856.0160000000005
4719,Tier2,210,6,6592.53
4720,Tier2,96,4,6740.31
4721,Tier1,231,2,8013.3875
4722,Tier3,10,2,5334.752
4723,Tier3,16,4,4860.888
4724,Tier1,254,1,5617.262500000001
4725,Tier3,202,3,3273.232
4726,Tier2,131,5,6402.25
4727,Tier3,41,1,5829.112000000001
4728,Tier1,12,2,5499.037499999999
4729,Tier2,169,1,3430.62
4730,Tier2,124,5,7187.34
4731,Tier1,236,1,7758.2875
4732,Tier2,229,5,6813.93
4733,Tier2,237,3,6178.24
4734,Tier1,291,2,7150.700000000001
4735,Tier2,230,2,6582.47
4736,Tier3,149,4,2786.36
4737,Tier2,254,4,1502.48
4738,Tier1,276,5,6480.299999999999
4739,Tier2,290,6,5207.97
4740,Tier2,43,3,6156.56
4741,Tier3,48,1,4500.68
4742,Tier3,41,2,649.2
4743,Tier1,260,5,8241.5
4744,Tier2,215,2,3135.72
4745,Tier3,96,5,4500.6
4746,Tier3,23,5,2989.36
4747,Tier2,104,4,3350.07
4748,Tier1,151,4,1269.425
4749,Tier2,73,4,4919.48
4750,Tier1,134,3,7804.924999999999
4751,Tier3,29,3,4293.36
4752,Tier1,119,4,4974.275
4753,Tier1,94,7,2975.375
4754,Tier2,290,3,6005.69
4755,Tier2,277,4,2723.96
4756,Tier2,216,6,1400.48
4757,Tier2,115,7,8096.26
4758,Tier3,80,8,4164.816000000001
4759,Tier2,92,1,6721.1
4760,Tier2,174,3,3195.83
4761,Tier2,151,3,3812.18
4762,Tier2,244,4,7596.83
4763,Tier2,59,5,4415.26
4764,Tier2,96,8,9991.76
4765,Tier3,257,3,4147.56
4766,Tier2,161,5,6192.81
4767,Tier3,255,4,4237.136
4768,Tier2,268,4,3620.09
4769,Tier2,12,7,3491.47
4770,Tier2,102,8,3024.88
4771,Tier1,54,7,4263.9125
4772,Tier2,217,2,4704.56
4773,Tier2,8,7,7303.49
4774,Tier1,296,6,2777.1
4775,Tier2,245,4,6249.05
4776,Tier2,23,1,4102.09
4777,Tier3,274,2,6134.768
4778,Tier3,205,5,4526.264
4779,Tier2,108,2,1851.07
4780,Tier2,86,6,6145.25
4781,Tier1,59,4,5522.3375
4782,Tier1,292,3,5948.875
4783,Tier3,240,5,6614.472000000001
4784,Tier1,168,3,6064.8375
4785,Tier2,89,6,1895.51
4786,Tier3,223,7,4911.168000000001
4787,Tier3,217,2,3277.168
4788,Tier3,207,3,4190.688
4789,Tier3,246,3,3722.9040000000005
4790,Tier3,166,5,4973.272000000001
4791,Tier1,183,2,3020.0
4792,Tier2,96,4,4907.04
4793,Tier2,142,9,6426.71
4794,Tier2,116,5,5724.25
4795,Tier3,173,3,5676.552
4796,Tier2,105,2,1852.85
4797,Tier1,197,4,7668.424999999999
4798,Tier2,211,4,6342.64
4799,Tier1,290,3,7784.4875
4800,Tier3,220,6,5236.592000000001
4801,Tier2,232,3,6293.45
4802,Tier2,47,6,5199.27
4803,Tier2,185,3,7603.6
4804,Tier2,290,4,5843.08
4805,Tier3,48,3,2418.1040000000003
4806,Tier2,41,3,3940.02
4807,Tier3,253,3,6197.624
4808,Tier3,87,7,2765.928
4809,Tier3,261,2,2590.6800000000003
4810,Tier2,221,4,5925.94
4811,Tier3,14,4,3351.16
4812,Tier2,242,2,3695.1
4813,Tier3,30,6,4835.416
4814,Tier3,255,4,2391.184
4815,Tier3,219,2,6419.528
4816,Tier3,149,9,3470.0800000000004
4817,Tier2,226,7,4068.57
4818,Tier1,22,4,5399.6875
4819,Tier2,232,5,5824.53
4820,Tier3,240,2,4819.144
4821,Tier1,280,2,4436.7625
4822,Tier2,125,4,4446.44
4823,Tier2,66,7,2182.58
4824,Tier2,191,4,4669.86
4825,Tier3,29,2,5143.400000000001
4826,Tier2,100,5,3258.45
4827,Tier3,197,3,4663.176
4828,Tier2,258,4,4009.34
4829,Tier3,71,6,1602.208
4830,Tier2,44,5,6626.21
4831,Tier1,228,4,5658.450000000001
4832,Tier3,226,5,2748.088
4833,Tier2,107,2,5315.33
4834,Tier2,252,4,7336.22
4835,Tier2,166,1,3363.86
4836,Tier2,268,3,5373.57
4837,Tier2,29,4,7526.97
4838,Tier1,158,6,4375.2375
4839,Tier2,223,4,7142.58
4840,Tier2,258,7,6268.64
4841,Tier2,219,3,4402.86
4842,Tier2,173,5,3858.25
4843,Tier3,84,3,3921.624
4844,Tier2,76,3,6379.87
4845,Tier3,67,4,5071.280000000001
4846,Tier2,79,2,5254.42
4847,Tier2,267,7,6307.12
4848,Tier1,102,1,5962.5875
4849,Tier1,89,2,3693.5125
4850,Tier2,277,1,1920.05
4851,Tier2,153,3,2682.87
4852,Tier3,10,2,2938.4480000000003
4853,Tier2,113,6,838.52
4854,Tier3,203,4,5090.080000000001
4855,Tier3,42,4,4811.872
4856,Tier1,132,1,8663.675
4857,Tier2,144,5,3761.76
4858,Tier2,252,1,7785.78
4859,Tier2,263,3,2644.59
4860,Tier2,151,9,5113.95
4861,Tier3,199,4,4589.184
4862,Tier3,219,4,1949.1840000000002
4863,Tier3,245,5,7022.976
4864,Tier2,137,4,3951.3
4865,Tier2,33,7,5586.42
4866,Tier2,102,2,5919.77
4867,Tier2,186,3,5854.97
4868,Tier2,156,3,5202.03
4869,Tier1,107,3,6688.8125
4870,Tier3,292,3,5910.912
4871,Tier3,239,5,4320.992
4872,Tier2,137,3,4215.83
4873,Tier3,234,5,2474.2880000000005
4874,Tier2,39,6,7224.22
4875,Tier1,84,1,9216.737500000001
4876,Tier3,246,1,2573.768
4877,Tier3,137,4,5041.0560000000005
4878,Tier2,13,5,7644.96
4879,Tier1,257,7,7635.3625
4880,Tier3,37,8,3282.152
4881,Tier1,191,4,6071.7875
4882,Tier2,15,4,5365.55
4883,Tier2,73,8,4696.6
4884,Tier3,142,4,4512.0160000000005
4885,Tier2,135,5,4436.35
4886,Tier3,255,2,2180.52
4887,Tier2,127,2,6973.71
4888,Tier2,277,7,4635.74
4889,Tier3,247,6,3248.648
4890,Tier1,166,3,6513.112499999999
4891,Tier2,99,3,4567.36
4892,Tier2,166,3,4861.74
4893,Tier3,288,8,4317.312000000001
4894,Tier1,233,4,4961.1125
4895,Tier2,120,2,5365.92
4896,Tier2,225,3,2480.44
4897,Tier2,173,5,3641.93
4898,Tier1,149,3,5751.1625
4899,Tier3,290,6,3660.72
4900,Tier2,186,2,6277.95
4901,Tier1,279,6,5921.075
4902,Tier2,41,4,6398.42
4903,Tier3,40,4,4118.072
4904,Tier1,72,2,7898.3125
4905,Tier2,125,3,627.94
4906,Tier3,159,2,4539.704000000001
4907,Tier1,209,5,7055.45
