customer_id,city_tier,recency_days,frequency,monetary,segment,segment_label
2761,Tier2,8,4,605.0,3,New/Low-Value Active
2762,Tier2,118,4,1016.0,2,Dormant/Churned
2763,Tier3,29,2,414.0,3,New/Low-Value Active
2764,Tier3,58,2,916.0,3,New/Low-Value Active
2765,Tier3,28,1,253.0,3,New/Low-Value Active
2766,Tier1,3,8,4088.0,0,Champions
2767,Tier3,20,2,1430.0,3,New/Low-Value Active
2768,Tier3,6,5,1235.0,0,Champions
2769,Tier3,34,2,2172.0,3,New/Low-Value Active
2770,Tier3,63,5,2465.0,0,Champions
2771,Tier2,15,3,1107.0,3,New/Low-Value Active
2772,Tier2,86,3,1502.0,2,Dormant/Churned
2773,Tier1,37,6,890.0,0,Champions
2774,Tier3,84,1,172.0,3,New/Low-Value Active
2775,Tier2,3,5,3333.0,0,Champions
2776,Tier2,2,6,5157.0,0,Champions
2777,Tier3,56,3,1489.0,3,New/Low-Value Active
2778,Tier2,50,0,0.0,3,New/Low-Value Active
2779,Tier3,34,5,2005.0,0,Champions
2780,Tier2,106,4,1566.0,2,Dormant/Churned
2781,Tier2,147,8,15012.0,1,At-Risk High-Value
2782,Tier1,74,3,3027.0,3,New/Low-Value Active
2783,Tier3,34,2,910.0,3,New/Low-Value Active
2784,Tier3,29,5,1037.0,0,Champions
2785,Tier3,64,2,622.0,3,New/Low-Value Active
2786,Tier3,108,1,146.0,2,Dormant/Churned
2787,Tier3,7,6,2056.0,0,Champions
2788,Tier2,2,2,172.0,3,New/Low-Value Active
2789,Tier2,46,7,4239.0,0,Champions
2790,Tier2,18,0,0.0,3,New/Low-Value Active
2791,Tier2,57,8,4950.0,1,At-Risk High-Value
2792,Tier3,6,2,1286.0,3,New/Low-Value Active
2793,Tier1,0,7,9470.0,1,At-Risk High-Value
2794,Tier2,13,2,286.0,3,New/Low-Value Active
2795,Tier1,13,2,2813.0,3,New/Low-Value Active
2796,Tier3,52,3,1350.0,3,New/Low-Value Active
2797,Tier3,19,1,351.0,3,New/Low-Value Active
2798,Tier2,38,6,3664.0,0,Champions
2799,Tier2,5,9,1572.0,0,Champions
2800,Tier2,65,2,1354.0,3,New/Low-Value Active
2801,Tier3,0,8,810.0,0,Champions
2802,Tier2,10,4,1316.0,3,New/Low-Value Active
2803,Tier2,45,4,1678.0,0,Champions
2804,Tier1,11,3,1741.0,3,New/Low-Value Active
2805,Tier1,25,5,1355.0,0,Champions
2806,Tier3,4,3,2190.0,3,New/Low-Value Active
2807,Tier3,11,2,93.0,3,New/Low-Value Active
2808,Tier3,24,2,361.0,3,New/Low-Value Active
2809,Tier3,17,5,380.0,0,Champions
2810,Tier3,76,2,410.0,3,New/Low-Value Active
2811,Tier2,3,5,3509.0,0,Champions
2812,Tier3,66,2,863.0,3,New/Low-Value Active
2813,Tier2,34,3,389.0,3,New/Low-Value Active
2814,Tier3,17,5,510.0,0,Champions
2815,Tier3,8,4,1210.0,3,New/Low-Value Active
2816,Tier1,39,2,480.0,3,New/Low-Value Active
2817,Tier3,2,5,244.0,0,Champions
2818,Tier3,27,5,6004.0,1,At-Risk High-Value
2819,Tier3,230,2,686.0,2,Dormant/Churned
2820,Tier2,2,3,491.0,3,New/Low-Value Active
2821,Tier3,43,3,947.0,3,New/Low-Value Active
2822,Tier3,8,4,1583.0,3,New/Low-Value Active
2823,Tier2,3,4,5670.0,0,Champions
2824,Tier3,195,2,389.0,2,Dormant/Churned
2825,Tier3,4,0,0.0,3,New/Low-Value Active
2826,Tier3,96,0,0.0,3,New/Low-Value Active
2827,Tier3,38,6,921.0,0,Champions
2828,Tier2,97,4,2643.0,2,Dormant/Churned
2829,Tier2,32,2,444.0,3,New/Low-Value Active
2830,Tier1,28,8,1547.0,0,Champions
2831,Tier3,56,4,1722.0,0,Champions
2832,Tier2,4,3,2726.0,3,New/Low-Value Active
2833,Tier2,4,5,3779.0,0,Champions
2834,Tier2,1,5,2056.0,0,Champions
2835,Tier3,49,3,209.0,3,New/Low-Value Active
2836,Tier2,96,9,6463.0,1,At-Risk High-Value
2837,Tier2,28,2,639.0,3,New/Low-Value Active
2838,Tier3,70,2,847.0,3,New/Low-Value Active
2839,Tier3,36,4,3661.0,0,Champions
2840,Tier3,14,3,193.0,3,New/Low-Value Active
2841,Tier2,65,4,1309.0,3,New/Low-Value Active
2842,Tier3,5,3,3176.0,3,New/Low-Value Active
2843,Tier3,11,2,580.0,3,New/Low-Value Active
2844,Tier2,2,3,483.0,3,New/Low-Value Active
2845,Tier3,11,1,811.0,3,New/Low-Value Active
2846,Tier3,49,3,3035.0,3,New/Low-Value Active
2847,Tier1,2,3,7499.0,1,At-Risk High-Value
2848,Tier3,5,3,1092.0,3,New/Low-Value Active
2849,Tier1,11,7,4635.0,0,Champions
2850,Tier3,40,4,1200.0,3,New/Low-Value Active
2851,Tier3,8,4,780.0,3,New/Low-Value Active
2852,Tier1,98,6,8815.0,1,At-Risk High-Value
2853,Tier2,84,8,2875.0,0,Champions
2854,Tier3,15,5,1309.0,0,Champions
2855,Tier2,21,5,1177.0,0,Champions
2856,Tier3,55,4,2375.0,0,Champions
2857,Tier2,16,2,1454.0,3,New/Low-Value Active
2858,Tier2,38,2,249.0,3,New/Low-Value Active
2859,Tier3,11,6,3825.0,0,Champions
2860,Tier1,46,7,986.0,0,Champions
2861,Tier3,34,4,479.0,3,New/Low-Value Active
2862,Tier3,19,3,1626.0,3,New/Low-Value Active
2863,Tier3,110,4,373.0,2,Dormant/Churned
2864,Tier3,114,8,4965.0,1,At-Risk High-Value
2865,Tier2,86,2,541.0,3,New/Low-Value Active
2866,Tier1,47,4,3299.0,0,Champions
2867,Tier2,22,1,176.0,3,New/Low-Value Active
2868,Tier2,81,5,914.0,2,Dormant/Churned
2869,Tier2,8,2,910.0,3,New/Low-Value Active
2870,Tier3,12,3,789.0,3,New/Low-Value Active
2871,Tier1,8,7,5980.0,1,At-Risk High-Value
2872,Tier3,31,6,2223.0,0,Champions
2873,Tier1,61,7,6301.0,1,At-Risk High-Value
2874,Tier2,4,4,3151.0,0,Champions
2875,Tier2,0,4,1400.0,3,New/Low-Value Active
2876,Tier3,0,4,1224.0,3,New/Low-Value Active
2877,Tier3,61,5,3591.0,0,Champions
2878,Tier2,32,5,1460.0,0,Champions
2879,Tier2,16,8,3048.0,0,Champions
2880,Tier3,86,4,2080.0,2,Dormant/Churned
2881,Tier3,10,1,536.0,3,New/Low-Value Active
2882,Tier3,117,7,4317.0,2,Dormant/Churned
2883,Tier3,6,3,1749.0,3,New/Low-Value Active
2884,Tier2,117,4,138.0,2,Dormant/Churned
2885,Tier2,79,1,317.0,3,New/Low-Value Active
2886,Tier3,102,0,0.0,2,Dormant/Churned
2887,Tier1,90,7,2253.0,0,Champions
2888,Tier3,12,2,739.0,3,New/Low-Value Active
2889,Tier3,7,4,5022.0,0,Champions
2890,Tier1,76,6,3163.0,0,Champions
2891,Tier2,136,4,1462.0,2,Dormant/Churned
2892,Tier2,27,6,2106.0,0,Champions
2893,Tier2,71,3,121.0,3,New/Low-Value Active
2894,Tier2,78,6,302.0,0,Champions
2895,Tier2,9,2,682.0,3,New/Low-Value Active
2896,Tier1,83,5,1571.0,2,Dormant/Churned
2897,Tier2,7,3,353.0,3,New/Low-Value Active
2898,Tier2,90,2,439.0,2,Dormant/Churned
2899,Tier3,6,5,1245.0,0,Champions
2900,Tier2,13,3,1700.0,3,New/Low-Value Active
2901,Tier2,14,2,631.0,3,New/Low-Value Active
2902,Tier1,41,7,4219.0,0,Champions
2903,Tier3,36,2,66.0,3,New/Low-Value Active
2904,Tier2,215,6,3745.0,2,Dormant/Churned
2905,Tier2,2,7,1817.0,0,Champions
2906,Tier2,33,6,3264.0,0,Champions
2907,Tier2,24,3,2257.0,3,New/Low-Value Active
2908,Tier3,48,1,978.0,3,New/Low-Value Active
2909,Tier3,105,4,2864.0,2,Dormant/Churned
2910,Tier3,44,2,570.0,3,New/Low-Value Active
2911,Tier3,77,4,2162.0,2,Dormant/Churned
2912,Tier1,102,9,2057.0,0,Champions
2913,Tier2,53,4,727.0,3,New/Low-Value Active
2914,Tier2,92,5,932.0,2,Dormant/Churned
2915,Tier3,50,4,838.0,3,New/Low-Value Active
2916,Tier2,48,5,6601.0,1,At-Risk High-Value
2917,Tier2,33,2,636.0,3,New/Low-Value Active
2918,Tier2,4,2,536.0,3,New/Low-Value Active
2919,Tier3,24,4,1646.0,0,Champions
2920,Tier3,9,2,484.0,3,New/Low-Value Active
2921,Tier1,1,6,2583.0,0,Champions
2922,Tier1,54,6,2352.0,0,Champions
2923,Tier3,28,0,0.0,3,New/Low-Value Active
2924,Tier3,100,5,2853.0,2,Dormant/Churned
2925,Tier1,31,6,3524.0,0,Champions
2926,Tier3,29,3,702.0,3,New/Low-Value Active
2927,Tier1,11,9,2766.0,0,Champions
2928,Tier2,3,1,1024.0,3,New/Low-Value Active
2929,Tier2,87,5,5957.0,1,At-Risk High-Value
2930,Tier2,9,2,429.0,3,New/Low-Value Active
2931,Tier3,22,3,1365.0,3,New/Low-Value Active
2932,Tier3,20,2,552.0,3,New/Low-Value Active
2933,Tier1,2,5,7541.0,1,At-Risk High-Value
2934,Tier2,143,3,2487.0,2,Dormant/Churned
2935,Tier3,47,3,2903.0,3,New/Low-Value Active
2936,Tier3,45,6,6727.0,1,At-Risk High-Value
2937,Tier2,7,1,684.0,3,New/Low-Value Active
2938,Tier3,189,5,2967.0,2,Dormant/Churned
2939,Tier3,66,2,957.0,3,New/Low-Value Active
2940,Tier2,59,5,3830.0,0,Champions
2941,Tier3,34,1,163.0,3,New/Low-Value Active
2942,Tier1,37,7,5578.0,1,At-Risk High-Value
2943,Tier3,101,2,536.0,2,Dormant/Churned
2944,Tier3,9,3,2092.0,3,New/Low-Value Active
2945,Tier2,45,4,3177.0,0,Champions
2946,Tier3,24,2,1194.0,3,New/Low-Value Active
2947,Tier3,26,1,404.0,3,New/Low-Value Active
2948,Tier3,35,2,431.0,3,New/Low-Value Active
2949,Tier3,3,5,852.0,0,Champions
2950,Tier2,11,5,3605.0,0,Champions
2951,Tier3,44,6,2498.0,0,Champions
2952,Tier3,61,3,72.0,3,New/Low-Value Active
2953,Tier2,15,4,2199.0,0,Champions
2954,Tier2,96,1,70.0,2,Dormant/Churned
2955,Tier2,89,6,1384.0,2,Dormant/Churned
2956,Tier2,13,2,1844.0,3,New/Low-Value Active
2957,Tier2,63,5,2705.0,0,Champions
2958,Tier3,42,3,1186.0,3,New/Low-Value Active
2959,Tier2,56,4,704.0,3,New/Low-Value Active
2960,Tier2,25,3,3427.0,3,New/Low-Value Active
2961,Tier1,22,3,895.0,3,New/Low-Value Active
2962,Tier3,15,3,670.0,3,New/Low-Value Active
2963,Tier2,32,5,5442.0,0,Champions
2964,Tier3,1,2,572.0,3,New/Low-Value Active
2965,Tier3,33,3,1007.0,3,New/Low-Value Active
2966,Tier2,94,5,834.0,2,Dormant/Churned
2967,Tier1,47,11,8055.0,1,At-Risk High-Value
2968,Tier3,20,5,1260.0,0,Champions
2969,Tier3,33,2,1372.0,3,New/Low-Value Active
2970,Tier1,29,4,154.0,3,New/Low-Value Active
2971,Tier2,33,5,3245.0,0,Champions
2972,Tier3,36,5,3304.0,0,Champions
2973,Tier3,8,5,1581.0,0,Champions
2974,Tier2,160,3,553.0,2,Dormant/Churned
2975,Tier2,141,6,4523.0,2,Dormant/Churned
2976,Tier3,18,6,6547.0,1,At-Risk High-Value
2977,Tier3,24,2,2359.0,3,New/Low-Value Active
2978,Tier3,33,5,3243.0,0,Champions
2979,Tier3,28,3,1623.0,3,New/Low-Value Active
2980,Tier3,35,2,615.0,3,New/Low-Value Active
2981,Tier2,67,2,236.0,3,New/Low-Value Active
2982,Tier3,5,2,1181.0,3,New/Low-Value Active
2983,Tier2,22,7,5997.0,1,At-Risk High-Value
2984,Tier2,222,4,659.0,2,Dormant/Churned
2985,Tier1,29,9,4066.0,0,Champions
2986,Tier2,61,4,4143.0,0,Champions
2987,Tier2,37,5,2210.0,0,Champions
2988,Tier2,25,1,251.0,3,New/Low-Value Active
2989,Tier2,52,6,369.0,0,Champions
2990,Tier2,28,2,806.0,3,New/Low-Value Active
2991,Tier3,96,4,3333.0,2,Dormant/Churned
2992,Tier2,3,2,802.0,3,New/Low-Value Active
2993,Tier2,8,5,3783.0,0,Champions
2994,Tier2,60,2,512.0,3,New/Low-Value Active
2995,Tier2,6,4,4514.0,0,Champions
2996,Tier3,249,4,2987.0,2,Dormant/Churned
2997,Tier3,46,1,307.0,3,New/Low-Value Active
2998,Tier1,44,8,2110.0,0,Champions
2999,Tier2,110,6,3155.0,2,Dormant/Churned
3000,Tier3,75,2,123.0,3,New/Low-Value Active
3001,Tier3,12,5,3197.0,0,Champions
3002,Tier3,92,6,750.0,2,Dormant/Churned
3003,Tier3,36,1,222.0,3,New/Low-Value Active
3004,Tier3,16,2,961.0,3,New/Low-Value Active
3005,Tier3,93,5,2574.0,2,Dormant/Churned
3006,Tier3,20,3,126.0,3,New/Low-Value Active
3007,Tier2,40,2,515.0,3,New/Low-Value Active
3008,Tier3,84,7,2948.0,0,Champions
3009,Tier3,79,4,612.0,2,Dormant/Churned
3010,Tier3,46,2,1875.0,3,New/Low-Value Active
3011,Tier2,69,4,1543.0,3,New/Low-Value Active
3012,Tier3,2,3,673.0,3,New/Low-Value Active
3013,Tier2,18,3,86.0,3,New/Low-Value Active
3014,Tier3,16,1,572.0,3,New/Low-Value Active
3015,Tier1,104,2,1385.0,2,Dormant/Churned
3016,Tier3,96,1,366.0,2,Dormant/Churned
3017,Tier3,20,3,2038.0,3,New/Low-Value Active
3018,Tier2,46,3,1758.0,3,New/Low-Value Active
3019,Tier2,16,2,177.0,3,New/Low-Value Active
3020,Tier3,85,0,0.0,3,New/Low-Value Active
3021,Tier3,38,5,1541.0,0,Champions
3022,Tier3,5,2,804.0,3,New/Low-Value Active
3023,Tier3,31,5,2993.0,0,Champions
3024,Tier1,7,4,9258.0,1,At-Risk High-Value
3025,Tier3,8,1,772.0,3,New/Low-Value Active
3026,Tier3,54,4,496.0,3,New/Low-Value Active
3027,Tier3,16,6,3665.0,0,Champions
3028,Tier1,56,5,6361.0,1,At-Risk High-Value
3029,Tier1,66,3,2138.0,3,New/Low-Value Active
3030,Tier2,48,6,3137.0,0,Champions
3031,Tier3,11,6,2416.0,0,Champions
3032,Tier1,284,5,11539.0,2,Dormant/Churned
3033,Tier2,19,2,768.0,3,New/Low-Value Active
3034,Tier2,11,5,7610.0,1,At-Risk High-Value
3035,Tier2,54,3,589.0,3,New/Low-Value Active
3036,Tier1,7,4,4303.0,0,Champions
3037,Tier2,46,2,2139.0,3,New/Low-Value Active
3038,Tier2,87,2,955.0,2,Dormant/Churned
3039,Tier2,98,3,1135.0,2,Dormant/Churned
3040,Tier3,117,2,636.0,2,Dormant/Churned
3041,Tier3,67,3,1069.0,3,New/Low-Value Active
3042,Tier3,27,4,1378.0,3,New/Low-Value Active
3043,Tier2,42,3,2227.0,3,New/Low-Value Active
3044,Tier1,22,6,714.0,0,Champions
3045,Tier2,19,4,499.0,3,New/Low-Value Active
3046,Tier2,23,3,1827.0,3,New/Low-Value Active
3047,Tier1,88,8,6144.0,1,At-Risk High-Value
3048,Tier3,14,5,2699.0,0,Champions
3049,Tier2,14,5,1214.0,0,Champions
3050,Tier2,25,2,429.0,3,New/Low-Value Active
3051,Tier3,41,5,6349.0,1,At-Risk High-Value
3052,Tier2,74,3,1698.0,3,New/Low-Value Active
3053,Tier1,15,6,1408.0,0,Champions
3054,Tier3,16,4,491.0,3,New/Low-Value Active
3055,Tier1,102,7,10804.0,1,At-Risk High-Value
3056,Tier3,5,9,985.0,0,Champions
3057,Tier2,10,4,3179.0,0,Champions
3058,Tier3,6,4,1160.0,3,New/Low-Value Active
3059,Tier3,34,2,360.0,3,New/Low-Value Active
3060,Tier2,13,3,749.0,3,New/Low-Value Active
3061,Tier2,14,3,3585.0,0,Champions
3062,Tier1,150,6,5738.0,2,Dormant/Churned
3063,Tier2,65,2,467.0,3,New/Low-Value Active
3064,Tier2,18,2,341.0,3,New/Low-Value Active
3065,Tier3,32,0,0.0,3,New/Low-Value Active
3066,Tier2,60,5,1769.0,0,Champions
3067,Tier2,223,4,1696.0,2,Dormant/Churned
3068,Tier2,1,2,809.0,3,New/Low-Value Active
3069,Tier2,141,2,637.0,2,Dormant/Churned
3070,Tier1,0,9,7322.0,1,At-Risk High-Value
3071,Tier2,22,5,2005.0,0,Champions
3072,Tier1,59,5,5293.0,0,Champions
3073,Tier2,26,2,299.0,3,New/Low-Value Active
3074,Tier3,3,5,4350.0,0,Champions
3075,Tier2,37,2,413.0,3,New/Low-Value Active
3076,Tier3,42,3,793.0,3,New/Low-Value Active
3077,Tier1,22,10,5140.0,1,At-Risk High-Value
3078,Tier2,113,6,2126.0,2,Dormant/Churned
3079,Tier3,41,2,689.0,3,New/Low-Value Active
3080,Tier2,40,1,817.0,3,New/Low-Value Active
3081,Tier2,7,2,404.0,3,New/Low-Value Active
3082,Tier1,15,6,5047.0,0,Champions
3083,Tier2,6,5,6627.0,1,At-Risk High-Value
3084,Tier3,8,5,5548.0,0,Champions
3085,Tier3,114,4,2025.0,2,Dormant/Churned
3086,Tier2,7,3,1083.0,3,New/Low-Value Active
3087,Tier2,145,1,270.0,2,Dormant/Churned
3088,Tier1,94,11,1268.0,0,Champions
3089,Tier3,38,5,1279.0,0,Champions
3090,Tier1,53,7,1118.0,0,Champions
3091,Tier1,6,9,8423.0,1,At-Risk High-Value
3092,Tier2,11,5,1124.0,0,Champions
3093,Tier3,11,2,419.0,3,New/Low-Value Active
3094,Tier3,48,2,475.0,3,New/Low-Value Active
3095,Tier3,99,3,884.0,2,Dormant/Churned
3096,Tier2,28,7,9914.0,1,At-Risk High-Value
3097,Tier1,47,8,3930.0,0,Champions
3098,Tier1,87,11,3880.0,1,At-Risk High-Value
3099,Tier3,34,4,1349.0,3,New/Low-Value Active
3100,Tier2,114,3,4232.0,2,Dormant/Churned
3101,Tier2,124,2,813.0,2,Dormant/Churned
3102,Tier3,29,5,2479.0,0,Champions
3103,Tier3,0,2,1015.0,3,New/Low-Value Active
3104,Tier3,89,2,1344.0,2,Dormant/Churned
3105,Tier2,8,4,5075.0,0,Champions
3106,Tier3,46,1,409.0,3,New/Low-Value Active
3107,Tier2,44,3,660.0,3,New/Low-Value Active
3108,Tier2,47,5,3849.0,0,Champions
3109,Tier3,3,1,170.0,3,New/Low-Value Active
3110,Tier3,11,7,3288.0,0,Champions
3111,Tier3,5,4,323.0,3,New/Low-Value Active
3112,Tier2,4,4,1477.0,3,New/Low-Value Active
3113,Tier3,13,1,583.0,3,New/Low-Value Active
3114,Tier3,75,3,429.0,3,New/Low-Value Active
3115,Tier3,33,0,0.0,3,New/Low-Value Active
3116,Tier2,3,2,1089.0,3,New/Low-Value Active
3117,Tier2,16,4,3044.0,0,Champions
3118,Tier3,35,4,2596.0,0,Champions
3119,Tier2,20,2,1707.0,3,New/Low-Value Active
3120,Tier3,23,3,1613.0,3,New/Low-Value Active
3121,Tier2,10,4,2795.0,0,Champions
3122,Tier3,46,4,3491.0,0,Champions
3123,Tier2,88,6,1883.0,0,Champions
3124,Tier3,39,3,1300.0,3,New/Low-Value Active
3125,Tier2,103,8,12769.0,1,At-Risk High-Value
3126,Tier3,13,2,1174.0,3,New/Low-Value Active
3127,Tier1,20,9,5199.0,1,At-Risk High-Value
3128,Tier2,16,5,1087.0,0,Champions
3129,Tier3,63,1,253.0,3,New/Low-Value Active
3130,Tier2,2,3,1385.0,3,New/Low-Value Active
3131,Tier2,15,4,4659.0,0,Champions
3132,Tier2,141,1,569.0,2,Dormant/Churned
3133,Tier3,365,1,536.0,2,Dormant/Churned
3134,Tier3,14,4,1790.0,0,Champions
3135,Tier1,94,5,1049.0,2,Dormant/Churned
3136,Tier2,64,3,1421.0,3,New/Low-Value Active
3137,Tier3,127,5,2451.0,2,Dormant/Churned
3138,Tier3,100,1,261.0,2,Dormant/Churned
3139,Tier2,52,4,4035.0,0,Champions
3140,Tier2,94,6,3120.0,0,Champions
3141,Tier3,29,1,624.0,3,New/Low-Value Active
3142,Tier1,67,3,1937.0,3,New/Low-Value Active
3143,Tier2,73,3,796.0,3,New/Low-Value Active
3144,Tier3,13,0,0.0,3,New/Low-Value Active
3145,Tier2,106,1,98.0,2,Dormant/Churned
3146,Tier3,139,1,316.0,2,Dormant/Churned
3147,Tier2,20,4,643.0,3,New/Low-Value Active
3148,Tier1,87,7,7786.0,1,At-Risk High-Value
3149,Tier3,76,6,5516.0,1,At-Risk High-Value
3150,Tier1,4,8,6408.0,1,At-Risk High-Value
3151,Tier3,11,1,234.0,3,New/Low-Value Active
3152,Tier3,159,3,2868.0,2,Dormant/Churned
3153,Tier1,7,5,2704.0,0,Champions
3154,Tier3,0,2,479.0,3,New/Low-Value Active
3155,Tier3,83,1,673.0,3,New/Low-Value Active
3156,Tier2,4,5,5713.0,0,Champions
3157,Tier1,30,11,800.0,0,Champions
3158,Tier1,24,3,888.0,3,New/Low-Value Active
3159,Tier2,28,3,595.0,3,New/Low-Value Active
3160,Tier1,5,4,2082.0,0,Champions
3161,Tier3,42,3,1405.0,3,New/Low-Value Active
3162,Tier1,25,11,14864.0,1,At-Risk High-Value
3163,Tier3,66,6,2649.0,0,Champions
3164,Tier1,79,4,2265.0,2,Dormant/Churned
3165,Tier2,54,5,9086.0,1,At-Risk High-Value
3166,Tier3,68,4,4410.0,0,Champions
3167,Tier1,42,6,7386.0,1,At-Risk High-Value
3168,Tier3,27,2,969.0,3,New/Low-Value Active
3169,Tier2,44,2,1556.0,3,New/Low-Value Active
3170,Tier2,18,5,3512.0,0,Champions
3171,Tier2,42,2,3322.0,3,New/Low-Value Active
3172,Tier2,21,7,6411.0,1,At-Risk High-Value
3173,Tier1,48,10,3423.0,0,Champions
3174,Tier3,10,2,489.0,3,New/Low-Value Active
3175,Tier3,63,6,2221.0,0,Champions
3176,Tier3,15,4,3928.0,0,Champions
3177,Tier2,43,2,1038.0,3,New/Low-Value Active
3178,Tier3,33,4,3158.0,0,Champions
3179,Tier3,102,4,1344.0,2,Dormant/Churned
3180,Tier3,86,3,433.0,2,Dormant/Churned
3181,Tier2,7,6,2932.0,0,Champions
3182,Tier1,24,9,9552.0,1,At-Risk High-Value
3183,Tier2,24,3,2203.0,3,New/Low-Value Active
3184,Tier1,7,10,11751.0,1,At-Risk High-Value
3185,Tier3,13,4,880.0,3,New/Low-Value Active
3186,Tier3,45,1,907.0,3,New/Low-Value Active
3187,Tier3,14,3,1380.0,3,New/Low-Value Active
3188,Tier2,82,5,1427.0,2,Dormant/Churned
3189,Tier3,27,5,811.0,0,Champions
3190,Tier2,120,4,411.0,2,Dormant/Churned
3191,Tier3,230,1,768.0,2,Dormant/Churned
3192,Tier3,7,1,233.0,3,New/Low-Value Active
3193,Tier2,11,3,329.0,3,New/Low-Value Active
3194,Tier1,17,5,240.0,0,Champions
3195,Tier3,78,1,409.0,3,New/Low-Value Active
3196,Tier3,38,3,386.0,3,New/Low-Value Active
3197,Tier1,18,12,3032.0,0,Champions
3198,Tier2,41,3,1046.0,3,New/Low-Value Active
3199,Tier2,56,4,3947.0,0,Champions
3200,Tier2,31,4,2244.0,0,Champions
3201,Tier2,26,3,939.0,3,New/Low-Value Active
3202,Tier3,10,5,2250.0,0,Champions
3203,Tier3,3,5,1931.0,0,Champions
3204,Tier3,83,4,503.0,2,Dormant/Churned
3205,Tier1,17,7,9754.0,1,At-Risk High-Value
3206,Tier3,110,4,1054.0,2,Dormant/Churned
3207,Tier3,28,6,3808.0,0,Champions
3208,Tier2,2,8,4006.0,0,Champions
3209,Tier3,96,4,1948.0,2,Dormant/Churned
3210,Tier2,38,3,1889.0,3,New/Low-Value Active
3211,Tier3,8,1,178.0,3,New/Low-Value Active
3212,Tier2,109,4,680.0,2,Dormant/Churned
3213,Tier2,86,4,4138.0,2,Dormant/Churned
3214,Tier2,30,4,675.0,3,New/Low-Value Active
3215,Tier2,32,2,1895.0,3,New/Low-Value Active
3216,Tier3,12,3,2389.0,3,New/Low-Value Active
3217,Tier2,35,6,2823.0,0,Champions
3218,Tier3,59,2,2660.0,3,New/Low-Value Active
3219,Tier3,33,7,2415.0,0,Champions
3220,Tier1,6,6,4652.0,0,Champions
3221,Tier2,14,3,1246.0,3,New/Low-Value Active
3222,Tier3,16,4,646.0,3,New/Low-Value Active
3223,Tier2,38,1,316.0,3,New/Low-Value Active
3224,Tier2,0,5,3844.0,0,Champions
3225,Tier1,0,8,5659.0,1,At-Risk High-Value
3226,Tier1,154,8,2442.0,2,Dormant/Churned
3227,Tier2,47,3,1881.0,3,New/Low-Value Active
3228,Tier1,1,4,1098.0,3,New/Low-Value Active
3229,Tier3,192,2,459.0,2,Dormant/Churned
3230,Tier2,61,2,1104.0,3,New/Low-Value Active
3231,Tier2,21,4,2476.0,0,Champions
3232,Tier1,123,9,6565.0,1,At-Risk High-Value
3233,Tier2,94,5,1441.0,2,Dormant/Churned
3234,Tier2,27,2,1019.0,3,New/Low-Value Active
3235,Tier2,184,3,3894.0,2,Dormant/Churned
3236,Tier2,6,5,2751.0,0,Champions
3237,Tier1,29,5,2816.0,0,Champions
3238,Tier2,19,4,2040.0,0,Champions
3239,Tier1,21,8,7284.0,1,At-Risk High-Value
3240,Tier1,7,6,2094.0,0,Champions
3241,Tier3,3,0,0.0,3,New/Low-Value Active
3242,Tier3,64,2,1635.0,3,New/Low-Value Active
3243,Tier2,20,5,3198.0,0,Champions
3244,Tier1,26,8,4428.0,0,Champions
3245,Tier2,3,6,1932.0,0,Champions
3246,Tier2,65,5,3211.0,0,Champions
3247,Tier2,51,3,3118.0,3,New/Low-Value Active
3248,Tier3,4,5,754.0,0,Champions
3249,Tier1,35,9,1458.0,0,Champions
3250,Tier1,52,7,9390.0,1,At-Risk High-Value
3251,Tier3,0,4,1468.0,3,New/Low-Value Active
3252,Tier3,11,4,5194.0,0,Champions
3253,Tier2,32,5,4601.0,0,Champions
3254,Tier3,213,3,891.0,2,Dormant/Churned
3255,Tier3,59,1,119.0,3,New/Low-Value Active
3256,Tier1,18,7,3303.0,0,Champions
3257,Tier3,38,3,1673.0,3,New/Low-Value Active
3258,Tier3,6,3,2091.0,3,New/Low-Value Active
3259,Tier3,148,3,467.0,2,Dormant/Churned
3260,Tier3,61,2,875.0,3,New/Low-Value Active
3261,Tier1,9,8,8220.0,1,At-Risk High-Value
3262,Tier2,23,3,905.0,3,New/Low-Value Active
3263,Tier1,20,4,1759.0,0,Champions
3264,Tier3,5,4,3063.0,0,Champions
3265,Tier1,20,7,7192.0,1,At-Risk High-Value
3266,Tier1,104,10,2771.0,0,Champions
3267,Tier1,8,7,6996.0,1,At-Risk High-Value
3268,Tier3,36,8,1649.0,0,Champions
3269,Tier2,59,2,642.0,3,New/Low-Value Active
3270,Tier3,3,2,176.0,3,New/Low-Value Active
3271,Tier3,4,3,1194.0,3,New/Low-Value Active
3272,Tier1,35,2,407.0,3,New/Low-Value Active
3273,Tier3,103,2,553.0,2,Dormant/Churned
3274,Tier2,127,5,1505.0,2,Dormant/Churned
3275,Tier3,113,6,3188.0,2,Dormant/Churned
3276,Tier2,38,3,1288.0,3,New/Low-Value Active
3277,Tier2,5,6,4470.0,0,Champions
3278,Tier2,55,2,398.0,3,New/Low-Value Active
3279,Tier1,31,7,2432.0,0,Champions
3280,Tier3,24,1,283.0,3,New/Low-Value Active
3281,Tier2,114,3,4260.0,2,Dormant/Churned
3282,Tier2,181,3,1275.0,2,Dormant/Churned
3283,Tier2,5,5,2659.0,0,Champions
3284,Tier2,16,5,4581.0,0,Champions
